Date,AJK_Recovered,AJK_Deaths,"AJK Total 
Positive","AJK
Total 
Infected",Balochistan_Recovered,Balochistan_Deaths,"Balochistan
Total 
Positive","Balochistan Total 
Infected",GB_Recovered,GB_Deaths,"GB Total
Positive","GB Total 
Infected",Islamabad_Recovered,Islamabad_Deaths,"Islamabad 
Total 
Positive","Islamabad_Total 
Infected",KP_Recovered,KP_Deaths,"KP Total 
Positive","KP Total 
Infected",Punjab_Recovered,Punjab_Deaths,"Punjab 
Total P","Punjab 
Total 
Infected",Sindh_Recovered,Sindh_Deaths,"Sindh 
Total P","Sindh
Total 
Infected"
15-Jul-20,"1,049",46,"1,688",593,"7,883",46,"11,239","3,310","1,376",38,"1,708",294,"11,327",155,"14,315","2,833","21,607",1114,"31,001","8,280","64,148",2043,"88,045","21,854","65,420",1863,"107,773","40,490"
16-Jul-20,"1,061",46,"1,771",664,8002,127,"11,322","3,193",1389,38,"1,750",323,11486,156,"14,402","2,760",22260,1120,"31,217","7,837",64247,2051,"88,539","22,241",70292,1888,"108,913","36,733"
17-Jul-20,1077,46,"1,808",685,8161,128,"11,385","3,096",1396,39,"1,775",340,11599,157,"14,454","2,698",22613,1124,"31,486","7,749",64815,2059,"89,023","22,149",74076,1922,"110,068","34,070"
18-Jul-20,1094,46,"1,840",700,8313,131,"11,405","2,961",1409,39,"1,796",348,11708,157,"14,504","2,639",22873,1130,"31,669","7,666",65009,2067,"89,465","22,389",88103,1952,"111,238","21,183"
22-Jul-20,1275,47,"1,937",615,9381,135,"11,469","1,953",1485,45,"1,878",348,12023,161,"14,701","2,517",25582,1153,"32,523","5,788",66425,2095,"90,816","22,296",94297,2041,"114,104","17,766"
24-Jul-20,1361,49,"1,989",579,9818,136,"11,523","1,569",1533,46,"1,918",339,12023,162,"14,766","2,581",26607,1169,"32,898","5,122",68439,2105,"91,423","20,879",100002,2096,"115,883","13,785"
25-Jul-20,1409,49,"2,012",554,9899,136,"11,550","1,515",1548,47,"1,942",347,12139,162,"14,821","2,520",26869,1170,"33,071","5,032",81241,2113,"91,691","8,337",103491,2110,"116,800","11,199"
26-Jul-20,1435,49,"2,023",539,9901,136,"11,578","1,541",1559,47,"1,952",346,12253,163,"14,841","2,425",27017,1176,"33,220","5,027",81250,2116,"91,901","8,535",104019,2135,"117,598","11,444"
27-Jul-20,1449,49,"2,034",536,9976,136,"11,601","1,489",1566,48,"1,989",375,12253,164,"14,884","2,467",27119,1178,"33,397","5,100",81260,2116,"92,073","8,697",107403,2151,"118,311","8,757"
28-Jul-20,1482,49,"2,040",509,10023,136,"11,624","1,465",1613,48,"2,010",349,12377,165,"14,938","2,396",27196,1180,"33,510","5,134",81265,2125,"92,279","8,889",108480,2162,"118,824","8,182"
29-Jul-20,1543,50,"2,055",462,10080,136,"11,654","1,438",1658,50,"2,042",334,12377,165,"14,963","2,421",27724,1186,"33,724","4,814",82512,2133,"92,452","7,807",108989,2172,"119,398","8,237"
30-Jul-20,1583,51,"2,065",431,10097,136,"11,708","1,475",1693,53,"2,090",344,12377,165,"14,987","2,445",28317,1192,"33,845","4,336",82520,2138,"92,655","7,997",109544,2189,"120,052","8,319"
31-Jul-20,1639,54,"2,073",380,10116,136,"11,732","1,480",1719,53,"2,105",333,12494,165,"15,014","2,355",28450,1194,"33,958","4,314",82526,2140,"92,873","8,207",110233,2209,"120,550","8,108"
1-Aug-20,1642,54,"2,084",388,10130,136,"11,743","1,477",1758,54,"2,134",322,12589,165,"15,033","2,279",28629,1199,"34,056","4,228",82541,2142,"93,057","8,374",110738,2220,"121,039","8,081"
2-Aug-20,1642,54,"2,086",390,10136,136,"11,762","1,490",1758,54,"2,157",345,12589,165,"15,052","2,298",28978,1200,"34,160","3,982",82552,2144,"93,173","8,477",110922,2223,"121,309","8,164"
3-Aug-20,1643,54,"2,093",396,10189,136,"11,774","1,449",1779,55,"2,180",346,12678,165,"15,076","2,233",29015,1202,"34,223","4,006",82563,2148,"93,197","8,486","111,006","2,224","121,486","8,256"
5-Aug-20,1804,55,"2,105",246,10227,136,"11,780","1,417",1820,55,"2,218",343,12732,167,"15,122","2,223",29255,1213,"34,324","3,856",85180,2157,"93,571","6,234",113268,2231,"122,016","6,517"
7-Aug-20,1854,57,"2,124",213,10267,137,"11,821","1,417",1861,55,"2,287",371,12833,170,"15,182","2,179",30681,1219,"34,432","2,532",86085,2164,"94,040","5,791",114518,2250,"122,759","5,991"
8-Aug-20,1883,58,"2,129",188,10304,137,"11,835","1,394",1887,55,"2,301",359,12878,171,"15,214","2,165",31447,1222,"34,539","1,870",86240,2166,"94,223","5,817",114965,2259,"123,246","6,022"
9-Aug-20,1883,58,"2,134",193,10326,137,"11,884","1,421",1902,55,"2,321",364,12914,171,"15,241","2,156",31542,1230,"34,635","1,863",86266,2169,"94,360","5,925",115415,2262,"123,546","5,869"
10-Aug-20,1883,58,"2,141",200,10372,138,"11,906","1,396",1914,57,"2,334",363,12969,171,"15,261","2,121",31612,1231,"34,692","1,849",86273,2170,"94,477","6,034",115741,2272,"123,849","5,836"
11-Aug-20,1915,59,"2,150",176,10417,138,"11,921","1,366",1955,57,"2,371",359,12995,171,"15,281","2,115",31691,1231,"34,755","1,833",86289,2174,"94,586","6,123",115984,2282,"124,127","5,861"
12-Aug-20,1936,59,"2,157",162,10439,138,"11,956","1,379",1981,58,"2,382",343,13020,172,"15,296","2,104",31839,1235,"34,859","1,785",86341,2177,"94,715","6,197",117637,2290,"124,556","4,629"
13-Aug-20,1971,59,"2,164",134,10458,138,"12,044","1,448",2002,58,"2,402",342,13020,173,"15,323","2,130",32248,1235,"34,947","1,464",86389,2179,"94,865","6,297",117972,2297,"124,929","4,660"
14-Aug-20,1981,59,"2,167",127,10461,138,"12,062","1,463",2050,60,"2,426",316,13078,173,"15,342","2,091",32317,1236,"35,021","1,468",86404,2180,"94,993","6,409",118924,2307,"125,289","4,058"
15-Aug-20,1989,60,"2,179",130,10610,138,"12,144","1,396",2103,60,"2,452",289,13100,173,"15,346","2,073",32373,1238,"35,091","1,480",86424,2180,"95,203","6,599",119025,2313,"125,632","4,294"
16-Aug-20,2002,60,"2,181",119,10783,138,"12,224","1,303",2114,60,"2,486",312,13132,173,"15,378","2,073",32404,1238,"35,153","1,511",86441,2182,"95,391","6,768",119425,2317,"125,904","4,162"
17-Aug-20,2002,60,"2,184",122,10956,138,"12,295","1,201",2133,61,"2,502",308,13276,173,"15,390","1,941",32450,1239,"35,215","1,526",88698,2182,"95,447","4,567",119572,2322,"126,182","4,288"
18-Aug-20,2022,61,"2,199",116,11153,138,"12,321","1,030",2172,61,"2,538",305,13430,175,"15,401","1,796",32522,1239,"35,337","1,576",88861,2185,"95,611","4,565",119849,2331,"126,425","4,245"
19-Aug-20,2043,61,"2,212",108,11241,139,"12,370",990,2194,62,"2,565",309,13612,175,"15,412","1,625",32647,1242,"35,401","1,512",90150,2186,"95,742","3,406",120241,2336,"126,743","4,166"
20-Aug-20,2057,61,"2,219",101,11273,139,"12,403",991,2224,63,"2,583",296,13836,175,"15,425","1,414",32711,1242,"35,468","1,515",90210,2186,"95,800","3,404",120493,2343,"127,060","4,224"
21-Aug-20,2066,61,"2,223",96,11294,139,"12,424",991,2235,63,"2,604",306,14101,175,"15,453","1,177",32893,1243,"35,545","1,409",90233,2188,"95,958","3,537",120757,2350,"127,381","4,274"
22-Aug-20,2068,61,"2,241",112,11310,141,"12,473","1,022",2257,63,"2,638",318,14372,175,"15,472",925,33300,1246,"35,602","1,056",91134,2188,"96,057","2,735",120876,2357,"127,691","4,458"
23-Aug-20,2070,61,"2,245",114,11333,141,"12,507","1,033",2269,64,"2,657",324,14506,175,"15,493",812,33364,1248,"35,720","1,108",91150,2188,"96,178","2,840",121144,2358,"127,965","4,463"
24-Aug-20,2070,61,"2,254",123,11383,141,"12,527","1,003",2276,64,"2,682",342,14621,175,"15,515",719,33403,1248,"35,766","1,115",91161,2188,"96,233","2,884",121915,2367,"128,284","4,002"
25-Aug-20,2071,61,"2,257",125,11460,141,"12,560",959,2314,65,"2,720",341,14684,175,"15,531",672,33426,1248,"35,796","1,122",92289,2192,"96,391","1,910",122181,2373,"128,456","3,902"
26-Aug-20,2075,61,"2,265",129,11510,141,"12,664","1,013",2351,65,"2,745",329,14792,175,"15,546",579,33449,1248,"35,831","1,134",92301,2193,"96,466","1,972",122461,2384,"128,676","3,831"
27-Aug-20,2090,61,"2,272",121,11614,141,"12,721",966,2389,67,"2,773",317,14884,175,"15,562",503,33640,1249,"35,893","1,004",92393,2193,"96,540","1,954",122551,2388,"128,877","3,938"
28-Aug-20,2102,61,"2,277",114,11636,141,"12,742",965,2412,67,"2,816",337,14923,175,"15,578",480,33709,1250,"35,923",964,92421,2195,"96,636","2,020",122734,2394,"129,081","3,953"
29-Aug-20,2115,61,"2,290",114,11682,141,"12,804",981,2435,67,"2,832",330,14936,175,"15,597",486,33888,1250,"35,971",833,92449,2195,"96,699","2,055",122835,2395,"129,179","3,949"
30-Aug-20,2115,61,"2,294",118,11701,141,"12,842","1,000",2465,67,"2,863",331,14967,175,"15,611",469,33926,1250,"36,017",841,92471,2196,"96,741","2,074",122902,2398,"129,268","3,968"
31-Aug-20,2115,62,"2,298",121,11756,141,"12,869",972,2466,67,"2,896",363,14975,175,"15,625",475,33950,1250,"36,044",844,92481,2198,"96,769","2,090",122939,2401,"129,348","4,008"
1-Sep-20,2122,63,"2,299",114,11794,141,"12,879",944,2503,67,"2,903",333,15000,175,"15,649",474,33978,1250,"36,118",890,92499,2199,"96,832","2,134",123074,2403,"129,469","3,992"
2-Sep-20,2143,63,"2,302",96,11823,141,"12,899",935,2535,71,"2,922",316,15035,175,"15,666",456,34027,1255,"36,265",983,92512,2204,"96,921","2,205",123384,2409,"129,615","3,822"
3-Sep-20,2150,64,"2,305",91,11861,143,"12,935",931,2557,71,"2,935",307,15056,175,"15,689",458,34171,1255,"36,340",914,92525,2205,"96,983","2,253",123605,2415,"129,827","3,807"
5-Sep-20,2162,65,"2,313",86,11861,144,"13,157","1,152",2597,71,"2,960",292,15120,175,"15,726",431,34249,1255,"36,498",994,92552,2208,"97,118","2,358",124012,2422,"130,253","3,819"
6-Sep-20,2173,65,"2,327",89,11861,144,"13,229","1,224",2625,71,"2,979",283,15137,175,"15,734",422,34377,1255,"36,591",959,93561,2210,"97,166","1,395",126164,2422,"130,483","1,897"
7-Sep-20,2175,65,"2,331",91,11861,145,"13,292","1,286",2635,71,"3,008",302,15154,176,"15,750",420,34402,1255,"36,625",968,93576,2210,"97,226","1,440",126213,2423,"130,671","2,035"
8-Sep-20,2178,65,"2,333",90,11861,145,"13,321","1,315",2649,71,"3,041",321,15184,177,"15,762",401,34428,1256,"36,663",979,93589,2211,"97,306","1,506",126268,2425,"130,807","2,114"
9-Sep-20,2190,65,"2,340",85,11907,145,"13,402","1,350",2686,73,"3,068",309,15213,177,"15,780",390,34474,1256,"36,711",981,93601,2213,"97,389","1,575",126435,2430,"130,969","2,104"
10-Sep-20,2200,65,"2,356",91,12199,145,"13,227",883,2757,73,"3,137",307,15244,177,"15,804",383,34703,1256,"36,755",796,94244,2213,"97,461","1,004",126603,2436,"131,115","2,076"
11-Sep-20,2205,65,"2,366",96,12251,145,"13,282",886,2744,73,"3,131",314,15270,178,"15,832",384,34774,1256,"36,823",793,94258,2214,"97,533","1,061",126704,2439,"131,404","2,261"
12-Sep-20,2212,65,"2,389",112,12272,145,"13,401",984,2762,74,"3,164",328,15296,178,"15,862",388,34865,1256,"36,862",741,94268,2215,"97,602","1,119",126861,2440,"131,675","2,374"
13-Sep-20,2212,65,"2,400",123,12336,145,"13,483","1,002",2789,74,"3,196",333,15327,178,"15,901",396,34894,1257,"36,942",791,94453,2217,"97,679","1,009",127418,2443,"131,880","2,019"
14-Sep-20,2212,65,"2,421",144,12412,145,"13,595","1,038",2810,76,"3,227",341,15351,178,"15,941",412,35067,1257,"36,992",668,94505,2217,"97,760","1,038",127449,2445,"132,084","2,190"
15-Sep-20,2212,66,"2,426",148,12564,145,"13,621",912,2845,78,"3,269",346,15392,178,"15,962",392,35096,1257,"37,079",726,94526,2220,"97,817","1,071",127626,2445,"132,250","2,179"
16-Sep-20,2212,66,"2,441",163,12564,145,"13,690",981,2845,78,"3,297",374,15392,178,"15,984",414,35096,1257,"37,140",787,94526,2220,"97,946","1,200",127626,2445,"132,591","2,520"
17-Sep-20,2231,66,"2,451",154,12770,145,"13,798",883,2894,79,"3,336",363,15453,178,"16,005",374,35287,1257,"37,185",641,94721,2223,"98,041","1,097",127813,2451,"132,818","2,554"
18-Sep-20,2235,66,"2,472",171,12851,145,"13,991",995,2950,80,"3,381",351,15467,180,"16,033",386,35450,1257,"37,242",535,94739,2225,"98,142","1,178",127991,2455,"133,125","2,679"
19-Sep-20,2241,66,"2,491",184,12937,145,"14,138","1,056",3013,81,"3,412",318,15483,180,"16,086",423,35469,1258,"37,270",543,94756,2226,"98,272","1,290",128145,2459,"133,362","2,758"
20-Sep-20,2257,67,"2,517",193,12969,145,"14,269","1,155",3036,81,"3,450",333,15529,180,"16,124",415,35500,1258,"37,317",559,94773,2226,"98,368","1,369",128239,2459,"133,626","2,928"
21-Sep-20,2265,69,"2,533",199,13071,82,"14,394","1,241",3056,82,"3,483",345,15557,180,"16,162",425,35561,1258,"37,357",538,94952,2226,"98,428","1,250",128407,2460,"133,947","3,080"
22-Sep-20,2274,69,"2,550",207,13150,145,"14,499","1,204",3060,82,"3,513",371,15597,180,"16,207",430,35613,1258,"37,387",516,94971,2227,"98,487","1,289",128494,2463,"134,243","3,286"
23-Sep-20,2282,70,"2,566",214,13207,145,"14,607","1,255",3088,83,"3,542",371,15629,180,"16,246",437,35741,1258,"37,418",419,95159,2227,"98,602","1,216",128810,2469,"134,437","3,158"
24-Sep-20,2293,70,"2,591",228,13384,145,"14,765","1,236",3144,83,"3,572",345,15646,181,"16,288",461,35788,1258,"37,470",424,95173,2229,"98,686","1,284",128964,2471,"134,845","3,410"
25-Sep-20,2297,70,"2,610",243,13455,145,"14,838","1,238",3161,84,"3,608",363,15676,181,"16,324",467,35859,1258,"37,525",408,95191,2229,"98,864","1,444",129101,2477,"135,246","3,668"
26-Sep-20,2305,71,"2,630",254,13512,145,"14,932","1,275",3214,85,"3,635",336,15718,181,"16,367",468,35893,1259,"37,588",436,95295,2229,"98,941","1,417",129396,2481,"135,488","3,611"
27-Sep-20,2314,71,"2,649",264,13524,145,"15,013","1,344",3229,85,"3,662",348,15755,181,"16,440",504,35931,1259,"37,617",427,95314,2230,"99,128","1,584",129546,2486,"135,766","3,734"
28-Sep-20,2322,71,"2,661",268,13547,145,"15,092","1,400",3233,87,"3,681",361,15795,181,"16,470",494,35951,1259,"37,701",491,95421,2231,"99,219","1,567",129753,2492,"136,017","3,772"
29-Sep-20,2332,72,"2,663",259,13600,145,"15,177","1,432",3283,88,"3,730",359,15826,181,"16,532",525,35971,1259,"37,727",497,95436,2234,"99,292","1,622",129892,2495,"136,395","4,008"
30-Sep-20,2348,74,"2,698",276,13778,145,"15,257","1,334",3311,88,"3,778",379,15865,182,"16,581",534,35993,1259,"37,776",524,95449,2234,"99,378","1,695",130137,2497,"136,795","4,161"
1-Oct-20,2368,74,"2,731",289,13915,146,"15,281","1,220",3371,88,"3,787",328,15916,182,"16,611",513,36074,1260,"37,811",477,95501,2235,"99,479","1,743",130352,2499,"137,106","4,255"
2-Oct-20,2382,74,"2,754",298,14016,146,"15,302","1,140",3399,88,"3,808",321,15947,182,"16,650",521,36114,1260,"37,845",471,95687,2237,"99,605","1,681",130510,2512,"137,467","4,445"
3-Oct-20,2395,75,"2,776",306,14233,146,"15,323",944,3411,88,"3,816",317,15983,183,"16,713",547,36140,1260,"37,908",508,95701,2238,"99,665","1,726",130730,2517,"137,783","4,536"
5-Oct-20,2431,76,"2,862",355,14635,146,"15,399",618,3455,89,"3,852",308,16067,183,"16,789",539,36199,1262,"38,076",615,96012,2240,"99,941","1,689",131037,2521,"138,341","4,783"
6-Oct-20,2431,76,"2,874",367,14814,146,"15,420",460,3483,89,"3,857",285,16113,184,"16,845",548,36291,1262,"38,105",552,96022,2243,"100,033","1,768",131462,2523,"138,593","4,608"
7-Oct-20,2445,77,"2,912",390,14951,146,"15,439",342,3504,89,"3,884",291,16153,184,"16,936",599,36315,1263,"38,141",563,96089,2245,"100,148","1,814",131831,2531,"138,891","4,529"
8-Oct-20,2453,77,"2,937",407,15082,146,"15,460",232,3532,89,"3,886",265,16206,187,"17,009",616,36413,1263,"38,175",499,96506,2247,"100,272","1,519",132183,2535,"139,195","4,477"
9-Oct-20,2460,77,"2,980",443,15117,146,"15,480",217,3531,89,"3,893",273,16249,188,"17,122",685,36447,1263,"38,219",509,96527,2248,"100,330","1,555",132377,2541,"139,571","4,653"
10-Oct-20,2500,77,"2,991",414,15139,146,"15,498",213,3570,89,"3,900",241,16279,188,"17,210",743,36467,1263,"38,273",543,96548,2252,"100,484","1,684",132559,2543,"139,910","4,808"
11-Oct-20,2506,78,"3,045",461,15153,146,"15,520",221,3602,89,"3,924",233,16319,188,"17,296",789,36521,1263,"38,329",545,96561,2257,"100,687","1,869",132796,2549,"140,131","4,786"
12-Oct-20,2524,78,"3,118",516,15202,146,"15,525",177,3623,90,"3,937",224,16367,189,"17,331",775,36591,1264,"38,348",493,96945,2258,"100,764","1,561",132933,2555,"140,294","4,806"
13-Oct-20,2556,78,"3,131",497,15220,146,"15,541",175,3643,91,"3,955",221,16403,189,"17,428",836,36636,1264,"38,367",467,96959,2264,"100,892","1,669",132192,2556,"140,534","5,786"
14-Oct-20,2573,80,"3,198",545,15236,146,"15,577",195,3655,90,"3,965",220,16448,189,"17,526",889,36702,1264,"38,427",461,96972,2270,"101,014","1,772",133494,2562,"140,756","4,700"
15-Oct-20,2590,80,"3,258",588,15268,146,"15,599",185,3654,90,"3,982",238,16486,191,"17,681","1,004",36757,1264,"38,464",443,96989,2277,"101,237","1,971",133651,2566,"140,997","4,780"
16-Oct-20,2590,80,"3,322",652,15290,146,"15,621",185,3677,90,"4,016",249,16550,193,"17,781","1,038",36816,1265,"38,521",440,97068,2279,"101,367","2,020",133844,2568,"141,249","4,837"
17-Oct-20,2592,81,"3,398",725,15299,146,"15,644",199,3685,90,"4,033",258,16620,194,"17,913","1,099",36861,1265,"38,565",439,97089,2288,"101,425","2,048",134494,2574,"141,474","4,406"
18-Oct-20,2594,81,"3,437",762,15309,147,"15,669",213,3702,90,"4,047",255,16672,194,"17,996","1,130",36899,1265,"38,598",434,97219,2298,"101,559","2,042",134674,2579,"141,713","4,460"
19-Oct-20,2594,82,"3,498",822,15330,148,"15,688",210,3714,90,"4,059",255,16744,195,"18,069","1,130",36964,1265,"38,645",416,97238,2298,"101,652","2,116",134825,2581,"141,841","4,435"
20-Oct-20,2594,82,"3,507",831,15340,148,"15,704",216,3644,90,"4,084",350,16807,195,"18,187","1,185",37017,1265,"38,708",426,97252,2310,"101,760","2,198",135296,2583,"142,134","4,255"
21-Oct-20,2835,84,"3,564",645,15351,148,"15,717",218,3771,90,"4,091",230,16888,199,"18,309","1,222",37064,1265,"38,779",450,97271,2319,"101,936","2,346",135494,2587,"142,348","4,267"
22-Oct-20,2835,84,"3,639",720,15375,148,"15,738",215,3786,90,"4,107",231,16970,201,"18,438","1,267",37122,1266,"38,810",422,97289,2323,"102,107","2,495",135759,2590,"142,641","4,292"
23-Oct-20,2835,85,"3,688",768,15382,148,"15,767",237,3834,90,"4,127",203,17050,205,"18,578","1,323",37142,1267,"38,886",477,97301,2329,"102,253","2,623",136102,2591,"142,917","4,224"
24-Oct-20,2837,86,"3,748",825,15386,148,"15,791",257,3853,90,"4,148",205,17176,207,"18,764","1,381",37177,1268,"38,923",478,97316,2334,"102,467","2,817",136356,2594,"143,222","4,272"
25-Oct-20,2839,86,"3,788",863,15396,148,"15,801",257,3864,90,"4,167",213,17311,210,"18,921","1,400",37227,1269,"39,015",519,97336,2335,"102,677","3,006",136518,2598,"143,526","4,410"
26-Oct-20,3045,87,"3,846",714,15435,148,"15,810",227,3878,90,"4,180",212,17454,212,"19,012","1,346",37261,1269,"39,043",513,97348,2335,"102,875","3,192",136654,2598,"143,836","4,584"
27-Oct-20,3045,87,"3,849",717,15459,149,"15,839",231,3928,91,"4,191",172,17501,213,"19,181","1,467",37306,1270,"39,119",543,97361,2336,"103,082","3,385",136840,2599,"144,114","4,675"
28-Oct-20,3045,87,"3,889",757,15478,149,"15,859",232,3939,92,"4,200",169,17547,214,"19,300","1,539",37380,1271,"39,189",538,97384,2342,"103,314","3,588",137041,2604,"144,449","4,804"
29-Oct-20,3045,88,"3,938",805,15496,149,"15,876",231,3946,92,"4,211",173,17648,215,"19,454","1,591",37437,1273,"39,277",567,97410,2347,"103,587","3,830",137656,2611,"144,765","4,498"
30-Oct-20,3049,89,"4,046",908,15522,149,"15,887",216,3972,92,"4,229",165,17753,215,"19,594","1,626",37463,1276,"39,361",622,97422,2354,"103,831","4,055",138346,2620,"145,238","4,272"
31-Oct-20,3249,90,"4,082",743,15545,149,"15,896",202,3984,92,"4,248",172,17905,217,"19,818","1,696",37524,1276,"39,458",658,97431,2357,"104,016","4,228",138428,2625,"145,475","4,422"
1-Nov-20,3249,92,"4,133",792,15553,151,"15,920",216,3986,92,"4,261",183,18059,222,"19,970","1,689",37583,1277,"39,564",704,97456,2362,"104,271","4,453",138669,2627,"145,851","4,555"
2-Nov-20,3360,95,"4,237",782,15569,151,"15,954",234,3986,92,"4,279",201,18209,222,"20,089","1,658",37642,1279,"39,649",728,97471,2365,"104,554","4,718",138779,2631,"146,331","4,921"
3-Nov-20,3414,98,"4,330",818,15591,152,"15,977",234,4017,92,"4,293",184,18261,222,"20,243","1,760",37691,1280,"39,749",778,97498,2372,"104,894","5,024",138974,2633,"146,774","5,167"
5-Nov-20,3481,104,"4,491",906,15633,152,"16,026",241,4058,92,"4,320",170,18505,229,"20,694","1,960",37823,1284,"40,022",915,97532,2385,"105,535","5,618",139633,2647,"147,787","5,507"
6-Nov-20,3505,107,"4,572",960,15660,152,"16,033",221,4070,92,"4,332",170,18570,231,"20,967","2,166",37866,1287,"40,148",995,97549,2390,"105,856","5,917",139866,2664,"148,343","5,813"
7-Nov-20,3576,107,"4,652",969,15680,153,"16,041",208,4084,93,"4,343",166,18786,236,"21,302","2,280",37955,1288,"40,285","1,042",97584,2399,"106,208","6,225",140233,2667,"148,922","6,022"
8-Nov-20,3624,109,"4,703",970,15683,154,"16,055",218,4096,93,"4,358",169,18971,238,"21,557","2,348",38021,1288,"40,397","1,088",97614,2407,"106,577","6,556",140408,2679,"149,542","6,455"
9-Nov-20,3654,109,"4,758",995,15700,154,"16,106",252,4114,93,"4,366",159,19120,241,"21,861","2,500",38105,1288,"40,657","1,264",97638,2408,"106,922","6,876",140550,2684,"150,169","6,935"
11-Nov-20,3712,114,"4,911","1,085",15743,154,"16,195",298,4156,93,"3,924",-325,19443,247,"17,296","-2,394",38342,1294,"41,069","1,433",97672,2429,"100,687",586,140997,2690,"150,131","6,444"
12-Nov-20,3759,116,"5,041","1,166",15780,154,"16,226",292,4162,93,"4,394",139,19604,248,"22,432","2,580",38426,1302,"41,069","1,341",97672,2438,"107,831","7,721",141446,2704,"151,352","7,202"
13-Nov-20,3812,118,"5,139","1,209",15782,155,"16,274",337,4183,93,"4,416",140,19808,250,"23,122","3,064",38526,1303,"41,472","1,643",97692,2455,"108,822","8,675",141760,2718,"153,051","8,573"
14-Nov-20,3882,119,"5,261","1,260",15801,155,"16,328",372,4188,93,"4,434",153,20036,253,"23,533","3,244",38694,1305,"41,723","1,724",97731,2462,"109,309","9,116",142082,2722,"153,873","9,069"
15-Nov-20,3945,119,"5,349","1,285",15817,156,"16,393",420,4192,93,"4,447",162,20274,255,"23,994","3,465",38824,1309,"41,990","1,857",97756,2471,"109,993","9,766",142417,2738,"154,738","9,583"
16-Nov-20,4007,121,"5,455","1,327",15852,156,"16,407",399,4203,93,"4,452",156,20274,257,"24,218","3,687",39005,1311,"42,370","2,054",97776,2475,"110,450","10,199",142707,2747,"155,680","10,226"
17-Nov-20,4076,126,"5,538","1,336",15902,156,"16,449",391,4207,93,"4,461",161,20948,260,"24,444","3,236",39110,1315,"42,615","2,190",97789,2492,"111,047","10,766",143252,2751,"156,528","10,525"
18-Nov-20,4147,131,"5,640","1,362",15917,156,"16,529",456,4221,93,"4,467",153,20708,263,"24,871","3,900",39319,1318,"42,815","2,178",97824,2509,"111,626","11,293",143652,2760,"157,432","11,020"
19-Nov-20,4210,132,"5,690","1,348",15942,157,"16,582",483,4244,93,"4,482",145,20914,265,"25,278","4,099",39462,1318,"43,052","2,272",97846,2519,"112,284","11,919",144056,2764,"158,559","11,739"
20-Nov-20,4262,134,"5,806","1,410",15961,158,"16,642",523,4244,93,"4,494",157,21222,266,"25,719","4,231",39647,1319,"43,359","2,393",97890,2811,"112,893","12,192",144316,2780,"159,752","12,656"
21-Nov-20,4318,134,"5,911","1,459",15972,158,"16,699",569,4266,93,"4,506",147,21486,270,"26,177","4,421",39818,1323,"43,730","2,589",97928,2826,"113,457","12,703",145143,2799,"161,028","13,086"
22-Nov-20,4410,140,"6,000","1,450",15990,161,"16,744",593,4270,94,"4,526",162,21712,278,"26,569","4,579",39930,1325,"44,097","2,842",97991,2848,"114,010","13,171",145525,2816,"162,227","13,886"
23-Nov-20,4498,144,"6,123","1,481",16031,161,"16,810",618,4288,95,"4,542",159,21806,279,"27,018","4,933",40235,1327,"44,599","3,037",98019,2861,"114,508","13,628",146008,2829,"163,329","14,492"
24-Nov-20,4584,147,"6,203","1,472",16061,163,"16,846",622,4303,95,"4,558",160,21990,285,"27,555","5,280",40422,1330,"44,932","3,180",98034,2879,"115,138","14,225",146366,2845,"164,651","15,440"
25-Nov-20,4681,151,"6,316","1,484",16093,164,"16,891",634,4317,96,"4,573",160,22138,291,"27,979","5,550",40707,1339,"45,314","3,268",98081,2904,"115,786","14,801",146957,2858,"166,033","16,218"
26-Nov-20,4782,152,"6,403","1,469",16153,165,"16,942",624,4319,96,"4,583",168,22451,297,"28,555","5,807",40978,1344,"45,828","3,506",98145,2923,"116,506","15,438",147564,2866,"167,381","16,951"
27-Nov-20,4886,155,"6,501","1,460",16214,165,"17,008",629,4319,96,"4,598",183,22758,305,"28,980","5,917",41200,1346,"46,281","3,735",98191,2945,"117,160","16,024",148313,2885,"168,783","17,585"
28-Nov-20,4989,161,"6,556","1,406",16244,165,"17,046",637,4347,97,"4,619",175,23092,307,"29,427","6,028",41477,1355,"46,604","3,772",98289,2960,"117,898","16,649",149115,2897,"170,206","18,194"
29-Nov-20,5076,164,"6,682","1,442",16257,166,"17,101",678,4365,97,"4,637",175,23399,309,"29,782","6,074",41617,1359,"46,877","3,901",98331,2979,"118,511","17,201",150765,2911,"171,595","17,919"
30-Nov-20,5190,165,"6,855","1,500",16341,166,"17,158",651,4382,97,"4,649",170,23736,314,"30,123","6,073",41800,1368,"47,190","4,022",98445,2991,"119,035","17,599",151529,2924,"173,014","18,561"
1-Dec-20,5283,169,"6,933","1,481",16414,167,"17,187",606,4382,97,"4,658",179,24143,318,"30,406","5,945",41864,1369,"47,370","4,137",98601,3036,"119,578","17,941",152599,2935,"174,350","18,816"
2-Dec-20,5363,173,"6,982","1,446",16466,169,"17,215",580,4393,97,"4,667",177,24546,324,"30,748","5,878",42130,1375,"47,701","4,196",98825,3066,"120,356","18,465",153642,2962,"175,642","19,038"
3-Dec-20,5436,173,"7,067","1,458",16547,169,"17,268",552,4402,97,"4,683",184,24960,329,"31,165","5,876",42411,1378,"47,919","4,130",98992,3091,"121,083","19,000",154203,2968,"177,625","20,454"
