Date,AJK_Recovered,AJK_Deaths,"AJK Total 
Positive","AJK
Total 
Infected",Balochistan_Recovered,Balochistan_Deaths,"Balochistan
Total 
Positive","Balochistan Total 
Infected",GB_Recovered,GB_Deaths,"GB Total
Positive","GB Total 
Infected",Islamabad_Recovered,Islamabad_Deaths,"Islamabad 
Total 
Positive","Islamabad_Total 
Infected",KP_Recovered,KP_Deaths,"KP Total 
Positive","KP Total 
Infected",Punjab_Recovered,Punjab_Deaths,"Punjab 
Total P","Punjab 
Total 
Infected",Sindh_Recovered,Sindh_Deaths,"Sindh 
Total P","Sindh
Total 
Infected"
7-Nov-21,33703,741,"34,493",49,32848,357,"33,332",127,10176,186,"10,394",32,105872,944,"107,131",315,171371,5769,"178,577","1,437",420316,12946,"441,051","7,789",451077,7595,"471,733","13,061"
8-Nov-21,33705,741,"34,495",49,32858,357,"33,338",123,10176,186,"10,394",32,105894,944,"107,151",313,171457,5774,"178,643","1,412",420463,12949,"441,176","7,764",451327,7596,"471,963","13,040"
9-Nov-21,33706,741,"34,495",48,32868,358,"33,345",119,10189,186,"10,394",19,105912,947,"107,169",310,171487,5774,"178,687","1,426",420603,12954,"441,257","7,700",451392,7598,"472,213","13,223"
10-Nov-21,33709,741,"34,495",45,32876,358,"33,356",122,10195,186,"10,395",14,105933,947,"107,198",318,171592,5778,"178,773","1,403",420744,12957,"441,378","7,677",451541,7599,"472,519","13,379"
11-Nov-21,33713,741,"34,498",44,32897,358,"33,368",113,10195,186,"10,398",17,105953,947,"107,223",323,171695,5782,"178,846","1,369",420865,12962,"441,493","7,666",451588,7599,"472,925","13,738"
12-Nov-21,33716,741,"34,501",44,32900,358,"33,383",125,10195,186,"10,400",19,105983,947,"107,249",319,171733,5786,"178,926","1,407",421058,12967,"441,631","7,606",451643,7599,"473,052","13,810"
13-Nov-21,33720,741,"34,506",45,32909,358,"33,391",124,10195,186,"10,400",19,106010,948,"107,275",317,171801,5790,"179,000","1,409",421242,12972,"441,720","7,506",451811,7600,"473,081","13,670"
14-Nov-21,33724,741,"34,510",45,32919,358,"33,397",120,10195,186,"10,401",20,106037,948,107313,328,171846,5793,"179,066","1,427",421432,12977,"441,800","7,391",452022,7603,"473,149","13,524"
15-Nov-21,33727,741,"34,512",44,32924,358,"33,400",118,10195,186,"10,401",20,106065,948,"107,339",326,171904,5798,"179,122","1,420",421559,12978,"441,903","7,366",452099,7603,"473,199","13,497"
16-Nov-21,33730,741,"34,514",43,32941,358,"33,408",109,10195,186,"10,401",20,106092,948,"107,364",324,171966,5801,"179,190","1,423",421685,12980,"441,965","7,300",452239,7604,"473,250","13,407"
17-Nov-21,33734,741,"34,517",42,32966,358,"33,422",98,10198,186,"10,403",19,106112,949,"107,383",322,172083,5805,"179,276","1,388",421795,12984,"442,068","7,289",452489,7605,"473,293","13,199"
18-Nov-21,33739,741,"34,521",41,32974,358,"33,422",90,10198,186,"10,404",20,106138,949,"107,406",319,172164,5809,"179,346","1,373",421952,12986,"442,162","7,224",452518,7609,"473,561","13,434"
19-Nov-21,33747,741,"34,527",39,32981,358,"33,425",86,10198,186,"10,405",21,106161,950,"107,427",316,172309,5812,"179,421","1,300",422077,12990,"442,268","7,201",452621,7611,"473,767","13,535"
20-Nov-21,33750,741,"34,530",39,32990,358,"33,432",84,10198,186,"10,406",22,106192,951,"107,447",304,172359,5814,"179,473","1,300",422186,12994,"442,353","7,173",452750,7611,"473,918","13,557"
21-Nov-21,33752,741,"34,532",39,32993,358,"33,434",83,10198,186,"10,406",22,106211,952,"107,467",304,172440,5814,"179,553","1,299",422294,12997,"442,422","7,131",452846,7611,"474,058","13,601"
22-Nov-21,33754,741,"34,536",41,33004,358,"33,444",82,10198,186,"10,406",22,106233,952,"107,483",298,172509,5816,"179,604","1,279",422413,13002,"442,479","7,064",452859,7611,"474,243","13,773"
23-Nov-21,33757,741,"34,536",38,33015,358,"33,453",80,10199,186,"10,408",23,106255,952,"107,506",299,172561,5818,"179,644","1,265",423290,13002,"442,556","6,264",459903,7611,"474,407","6,893"
24-Nov-21,33759,745,"34,538",34,33025,358,"33,456",73,10211,186,"10,410",13,106290,952,"107,525",283,172947,5821,"179,720",952,423946,13005,"442,638","5,687",459962,7613,"474,573","6,998"
25-Nov-21,33763,742,"34,540",35,33031,359,"33,458",68,10211,186,"10,411",14,106319,952,"107,554",283,172947,5825,"179,774","1,002",424604,13007,"442,714","5,103",460120,7619,"474,772","7,033"
26-Nov-21,33765,742,"34,540",33,33036,359,"33,467",72,10211,186,"10,411",14,106352,952,"107,580",276,173123,5829,"179,855",903,424666,13010,"442,804","5,128",460136,7619,"474,818","7,063"
27-Nov-21,33768,742,"34,542",32,33043,359,"33,471",69,10211,186,"10,411",14,106380,952,"107,601",269,173281,5830,"179,888",777,424728,13015,"442,876","5,133",460178,7620,"475,097","7,299"
28-Nov-21,33772,742,"34,547",33,33049,359,"33,479",71,10211,186,"10,411",14,106405,952,"107,626",269,173328,5833,"179,928",767,424807,13016,"442,950","5,127",460189,7621,"475,248","7,438"
29-Nov-21,33777,742,"34,554",35,33063,359,"33,479",57,10213,186,"10,411",12,106434,953,"107,661",274,173372,5838,"179,961",751,424832,13019,"443,014","5,163",460218,7621,"475,285","7,446"
30-Nov-21,33780,742,"34,556",34,33066,360,"33,479",53,10219,186,"10,411",6,106463,954,"107,689",272,173463,5842,"179,995",690,424888,13023,"443,094","5,183",460357,7621,"475,616","7,638"
1-Dec-21,33783,742,"34,556",31,33071,360,"33,484",53,10219,186,"10,412",7,106488,955,"107,722",279,173495,5846,"180,075",734,424941,13027,"443,185","5,217",460127,7621,"475,820","8,072"
2-Dec-21,33787,742,"34,563",34,33075,360,"33,488",53,10219,186,"10,412",7,106517,956,"107,765",292,173574,5851,"180,146",721,425084,13028,"443,240","5,128",460462,7622,"476,017","7,933"
3-Dec-21,33792,742,"34,570",36,33077,360,"33,491",54,10219,186,"10,413",8,106545,957,"107,811",309,173639,5855,"180,194",700,425225,13031,"443,310","5,054",462658,7622,"476,233","5,953"
4-Dec-21,33796,742,"34,574",36,33090,360,"33,491",41,10224,186,"10,413",3,106563,958,"107,848",327,173684,5858,"180,254",712,425312,13035,"443,379","5,032",462675,7622,"476,494","6,197"
5-Dec-21,33799,742,"34,576",35,33093,360,"33,506",53,10224,186,"10,413",3,106585,958,"107,887",344,173739,5858,"180,316",719,425395,13037,"443,453","5,021",462771,7626,"476,674","6,277"
6-Dec-21,33801,742,"34,579",36,33099,360,"33,507",48,10224,186,"10,413",3,106607,960,"107,930",363,173778,5862,"180,383",743,426144,13041,"443,519","4,334",462811,7626,"476,830","6,393"
7-Dec-21,33803,742,"34,580",35,33103,362,"33,509",44,10224,186,"10,414",4,106632,961,"107,960",367,173830,5864,"180,412",718,426368,13042,"443,560","4,150",462823,7627,"476,958","6,508"
8-Dec-21,33807,742,"34,586",37,33108,362,"33,514",44,10224,186,"10,414",4,106656,961,"107,989",372,173891,5868,"180,471",712,426402,13044,"443,610","4,164",462978,7630,"477,119","6,511"
9-Dec-21,33810,743,"34,595",42,33112,362,"33,519",45,10224,186,"10,422",12,106696,962,"108,022",364,173919,5874,"180,514",721,426526,13046,"443,682","4,110",465134,7630,"477,299","4,535"
10-Dec-21,33814,743,"34,600",43,33117,363,"33,522",42,10224,186,"10,425",15,106725,962,"108,042",355,173952,5879,"180,564",733,426985,13048,"443,747","3,714",465252,7631,"477,466","4,583"
11-Dec-21,33818,743,"34,601",40,33125,363,"33,528",40,10224,186,"10,425",15,106749,962,"108,081",370,173997,5885,"180,611",729,427248,10050,"443,794","6,496",465266,7634,"477,721","4,821"
12-Dec-21,33821,743,"34,606",42,33125,363,"33,531",43,10224,186,"10,426",16,106786,962,"108,117",369,174061,5889,"180,661",711,427450,13051,"443,839","3,338",465634,7636,"477,869","4,599"
13-Dec-21,33823,743,"34,608",42,33127,363,"33,532",42,10224,186,"10,426",16,106820,962,"108,128",346,174099,5892,"180,696",705,427633,13052,"443,886","3,201",465683,7638,"478,017","4,696"
14-Dec-21,33827,743,"34,615",45,33131,363,"33,536",42,10224,186,"10,426",16,106854,963,"108,146",329,174126,5894,"180,710",690,427734,13052,"443,937","3,151",465688,7638,"478,173","4,847"
15-Dec-21,33829,743,"34,618",46,33133,363,"33,539",43,10225,186,"10,427",16,106898,963,"108,172",311,174164,5896,"180,760",700,427789,13052,"443,985","3,144",465740,7640,"478,412","5,032"
16-Dec-21,33832,744,"34,627",51,33136,363,"33,540",41,10229,186,"10,428",13,106924,963,"108,198",311,174217,5900,"180,825",708,427811,13053,"444,032","3,168",465765,7640,"478,564","5,159"
17-Dec-21,33835,745,"34,630",50,33139,363,"33,540",38,10229,186,"10,428",13,106949,963,"108,215",303,174314,5903,"180,887",670,427851,13055,"444,074","3,168",465840,7648,"478,717","5,229"
18-Dec-21,33839,745,"34,633",49,33143,363,"33,548",42,10229,186,"10,428",13,106973,963,"108,240",304,174334,5907,"180,938",697,428014,13057,"444,119","3,048",465863,7649,"478,942","5,430"
19-Dec-21,33842,745,"34,640",53,33146,363,"33,551",42,10229,186,"10,428",13,106997,964,"108,259",298,174386,5907,"180,976",683,428181,13058,"444,164","2,925",465866,7649,"479,090","5,575"
20-Dec-21,33845,745,"34,642",52,33148,363,"33,558",47,10229,186,"10,429",14,107022,964,"108,285",299,174402,5909,"181,011",700,428422,13059,"444,216","2,735",465933,7652,"479,326","5,741"
21-Dec-21,33847,745,"34,642",50,33154,363,"33,587",70,10229,186,"10,429",14,107045,964,"108,308",299,174403,5911,"181,023",709,428480,13059,"444,267","2,728",466140,7654,"479,481","5,687"
22-Dec-21,33851,746,"34,646",49,33158,363,"33,606",85,10229,186,"10,429",14,107075,964,"108,329",290,174475,5915,"181,053",663,428526,13060,"444,320","2,734",466280,7658,"479,664","5,726"
23-Dec-21,33855,746,"34,651",50,33160,363,"33,614",91,10229,186,"10,429",14,107124,964,"108,354",266,174543,5916,"181,088",629,428725,13061,"444,380","2,594",466468,7658,"479,890","5,764"
24-Dec-21,33859,746,"34,655",50,33165,363,"33,621",93,10238,186,"10,429",5,107148,964,"108,425",313,174613,5919,"181,167",635,428748,13062,"444,496","2,686",466530,7658,"480,288","6,100"
25-Dec-21,33863,746,"34,655",46,33167,363,"33,621",91,10238,186,"10,429",5,107169,966,"108,425",290,174635,5921,"181,167",611,428771,13062,"444,496","2,663",466569,7661,"480,288","6,058"
26-Dec-21,33865,746,"34,655",44,33168,363,"33,624",93,10238,186,"10,429",5,107190,966,"108,450",294,174678,5922,"181,204",604,428957,13063,"444,553","2,533",466762,7661,"480,524","6,101"
27-Dec-21,33868,746,"34,657",43,33172,363,"33,624",89,10239,186,"10,429",4,107190,966,"108,450",294,174730,5922,"181,235",583,428993,13064,"444,610","2,553",466783,7662,"480,710","6,265"
28-Dec-21,33872,746,"34,657",39,33175,363,"33,625",87,10239,186,"10,429",4,107232,966,"108,502",304,174770,5922,"181,247",555,429046,13066,"444,670","2,558",466870,7663,"480,901","6,368"
29-Dec-21,33875,746,"34,657",36,33177,363,"33,626",86,10241,186,"10,429",2,107267,967,"108,534",300,174818,5924,"181,285",543,429079,13066,"444,752","2,607",466939,7666,"481,096","6,491"
30-Dec-21,33879,746,"34,660",35,33180,363,"33,630",87,10241,186,"10,429",2,107307,967,"108,565",291,174852,5927,"181,334",555,429108,13066,"444,862","2,688",467364,7666,"481,381","6,351"
31-Dec-21,33884,746,"34,660",30,33183,364,"33,633",86,10241,186,"10,429",2,107347,967,"108,618",304,174874,5928,"181,370",568,429166,13066,"444,977","2,745",467642,7670,"481,689","6,377"
1-Jan-22,33887,746,"34,662",29,33202,364,"33,638",72,10241,186,"10,429",2,107376,967,"108,666",323,174897,5930,"181,402",575,429236,13070,"445,107","2,801",467977,7670,"482,029","6,382"
2-Jan-22,33891,746,"34,665",28,33233,364,"33,644",47,10241,186,"10,429",2,107406,967,"108,720",347,174923,5932,"181,430",575,429267,13073,"445,228","2,888",468063,7673,"482,411","6,675"
3-Jan-22,33893,746,"34,667",28,33234,364,"33,644",46,10241,186,"10,429",2,107444,967,"108,755",344,174954,5933,"181,469",582,429322,13074,"445,445","3,049",468080,7673,"482,826","7,073"
4-Jan-22,33899,746,"34,672",27,33243,365,"33,648",40,10242,186,"10,429",1,107477,967,"108,823",379,174972,5933,"181,498",593,429322,13075,"445,630","3,233",468200,7673,"483,165","7,292"
5-Jan-22,33903,746,"34,676",27,33249,365,"33,653",39,10242,186,"10,429",1,107508,967,"108,880",405,175009,5935,"181,537",593,429425,13076,"445,940","3,439",468264,7675,"483,648","7,709"
6-Jan-22,33907,746,"34,682",29,33251,366,"33,654",37,10242,186,"10,429",1,107528,967,"108,984",489,175036,5938,"181,573",599,423521,13076,"446,300","9,703",468362,7676,"484,226","8,188"
7-Jan-22,33911,746,"34,689",32,33255,366,"33,655",34,10242,186,"10,429",1,107558,967,"109,093",568,175062,5941,"181,614",611,429591,13077,"446,676","4,008",468467,7678,"484,985","8,840"
8-Jan-22,33916,747,"34,696",33,33255,366,"33,657",36,10243,186,"10,429",0,107600,967,"109,167",600,175088,5941,"181,673",644,429672,13077,"447,082","4,333",468558,7678,"485,782","9,546"
9-Jan-22,33918,747,"34,702",37,33256,367,"33,658",35,10243,186,"10,430",1,107631,967,"109,283",685,175171,5942,"181,715",602,429773,13079,"447,530","4,678",468665,7681,"486,740","10,394"
10-Jan-22,33920,748,"34,704",36,33257,367,"33,659",35,10243,186,"10,432",3,107669,967,"109,396",760,175208,5943,"181,757",606,429864,13080,"448,091","5,147",468826,7681,"487,668","11,161"
12-Jan-22,33926,748,"34,715",41,33263,367,"33,664",34,10243,186,"10,433",4,107741,967,"109,660",952,175306,5945,"181,842",591,430012,13083,"448,924","5,829",469208,7691,"490,010","13,111"
13-Jan-22,33929,749,"34,719",41,33264,367,"33,675",44,10243,186,"10,437",8,107791,967,"109,944","1,186",175335,5948,"181,906",623,430130,13084,"449,843","6,629",469353,7691,"491,743","14,699"
14-Jan-22,33933,749,"34,726",44,33266,367,"33,682",49,10243,186,"10,437",8,107844,967,"110,243","1,432",175357,5952,"181,996",687,430258,13085,"450,686","7,343",469506,7693,"494,064","16,865"
15-Jan-22,33937,749,"34,739",53,33272,367,"33,684",45,10243,186,"10,439",10,107903,968,"110,597","1,726",175372,5953,"182,100",775,430433,13087,"451,408","7,888",471845,7693,"497,153","17,615"
16-Jan-22,33942,749,"34,750",59,33274,367,"33,699",58,10243,187,"10,445",15,107969,969,"110,963","2,025",175412,5958,"182,199",829,430738,13088,"452,261","8,435",472006,7694,"499,830","20,130"
17-Jan-22,33945,749,"34,758",64,33277,367,"33,705",61,10243,187,"10,445",15,108031,969,"111,376","2,376",175432,5596,"182,311","1,283",430433,13090,"453,392","9,869",472125,7697,"502,500","22,678"
18-Jan-22,33950,749,"34,770",71,33284,367,"33,729",78,10243,187,"10,446",16,108106,969,"111,855","2,780",175457,5963,"182,419",999,431044,13091,"454,372","10,237",472527,7703,"505,930","25,700"
19-Jan-22,33955,749,"34,811",107,33286,367,"33,744",91,10243,187,"10,455",25,108184,969,"112,557","3,404",175497,5965,"182,619","1,157",431335,13091,"455,499","11,073",472739,7739,"509,308","28,830"
20-Jan-22,33961,749,"34,884",174,33286,367,"33,780",127,10243,187,"10,461",31,108253,969,"113,688","4,466",175557,5967,"182,950","1,426",431357,13093,"456,992","12,542",473008,7710,"513,046","32,328"
21-Jan-22,33966,749,"34,997",282,33287,367,"33,812",158,10243,187,"10,467",37,108372,971,"115,047","5,704",175602,5968,"183,403","1,833",431669,13096,"458,879","14,114",473340,7727,"516,874","35,807"
22-Jan-22,33973,749,"35,130",408,33289,367,"33,855",199,10243,187,"10,480",50,108252,975,"115,939","6,712",175645,5969,"183,865","2,251",431796,13100,"460,335","15,439",474127,7730,"520,415","38,558"
23-Jan-22,33983,750,"35,218",485,33290,367,"33,910",253,10246,187,"10,489",56,108709,976,"117,436","7,751",175695,5974,"184,455","2,786",431967,13105,"462,323","17,251",474355,7738,"523,774","41,681"
24-Jan-22,33993,751,"35,400",656,33293,367,"33,941",281,10251,187,"10,497",59,108884,976,"118,292","8,432",175765,5975,"185,340","3,600",432063,13108,"464,431","19,260",474829,7741,"526,899","44,329"
25-Jan-22,34003,752,"35,474",719,33302,367,"33,975",306,10251,187,"10,510",72,109102,976,"120,128","10,050",175859,5977,"185,683","3,847",432031,13117,"466,164","21,016",475086,7746,"529,218","46,386"
26-Jan-22,34019,752,"35,734",963,33308,367,"34,032",357,10251,187,"10,526",88,109409,979,"120,813","10,425",176043,5980,"186,537","4,514",432181,13119,"467,698","22,398",475876,7753,"531,008","47,379"
27-Jan-22,34048,752,"36,082","1,282",33315,367,"34,131",449,10251,187,"10,557",119,109760,979,"122,098","11,359",176121,5986,"187,983","5,876",432903,13126,"469,540","23,511",476473,7765,"533,496","49,258"
28-Jan-22,34080,752,"36,465","1,633",33328,367,"34,187",492,10251,188,"10,580",141,110180,979,"123,648","12,489",176264,5989,"189,300","7,047",433596,13132,"471,925","25,197",476958,7785,"535,965","51,222"
29-Jan-22,34125,752,"36,967","2,090",33344,367,"34,277",566,10255,188,"10,604",161,110524,979,"125,203","13,700",176352,5994,"190,578","8,232",434370,13139,"474,208","26,699",477749,7800,"538,196","52,647"
30-Jan-22,34639,755,"37,572","2,178",33540,367,"34,342",435,10268,188,"10,642",186,111028,979,"126,473","14,466",176559,5996,"192,519","9,964",436040,13151,"476,420","27,229",486664,7812,"540,023","45,547"
31-Jan-22,34708,755,"38,115","2,652",33587,367,"34,390",436,10296,188,"10,651",167,111503,980,"127,497","15,014",177451,5998,"194,166","10,717",436622,13160,"478,527","28,745",487558,7821,"541,693","46,314"
1-Feb-22,34953,758,"38,339","2,628",33594,368,"34,417",455,10300,188,"10,703",215,112306,980,"128,429","15,143",177871,6002,"194,887","11,014",438534,13176,"480,421","28,711",487832,7829,"543,170","47,509"
2-Feb-22,35191,758,"38,805","2,856",33647,368,"34,501",486,10315,188,"10,737",234,113070,982,"129,004","14,952",178667,6009,"196,328","11,652",445178,13185,"482,316","23,953",488912,7840,"544,722","47,970"
4-Feb-22,35960,761,"39,894","3,173",33835,368,"34,634",431,10356,189,"10,837",292,115287,983,"130,373","14,103",180171,6031,"199,195","12,993",451506,13219,"485,810","21,085",490270,7869,"547,920","49,781"
5-Feb-22,36529,761,"40,355","3,065",33912,368,"34,711",431,10357,189,"10,873",327,116506,985,"130,872","13,381",181123,6037,"200,710","13,550",455984,13230,"487,407","18,193",499321,7878,"549,872","42,673"
6-Feb-22,36910,761,"40,568","2,897",33959,368,"34,785",458,10369,189,"10,891",333,117681,986,"131,337","12,670",182379,6041,"202,190","13,770",458328,13242,488603,"17,033",499872,7891,"551,399","43,636"
7-Feb-22,37185,761,"40,741","2,795",34014,368,"34,819",437,10385,189,"10,896",322,118747,988,"131,628","11,893",183369,6053,"203,110","13,688",460250,13252,"489,655","16,153",500453,7905,"552,262","43,904"
8-Feb-22,37449,764,"40,826","2,613",34038,372,"34,853",443,10457,189,"10,945",299,119870,990,"131,987","11,127",184217,6065,"204,084","13,802",462097,13267,"490,103","14,739",501061,7906,"553,112","44,145"
9-Feb-22,38027,764,"41,068","2,277",34117,370,"34,910",423,10469,189,"10,987",329,120974,990,"132,161","10,197",185287,6076,"205,505","14,142",463700,13285,"491,518","14,533",501724,7927,"554,012","44,361"
10-Feb-22,38625,765,"41,342","1,952",34165,370,"34,957",422,10500,189,"11,018",329,122005,990,"132,400","9,405",186620,6082,"206,879","14,177",465529,13298,"492,489","13,662",502313,7954,"554,990","44,723"
11-Feb-22,39085,766,"41,584","1,733",34241,370,"34,986",375,10508,189,"11,074",377,122986,995,"132,711","8,730",188466,6087,"207,820","13,267",467286,13322,"493,478","12,870",502946,7958,"555,920","45,016"
12-Feb-22,39422,766,"41,740","1,552",34324,371,"35,017",322,10537,189,"11,116",390,124231,996,"132,892","7,665",189315,6103,"208,817","13,399",468984,13335,"494,238","11,919",503880,7971,"556,772","44,921"
13-Feb-22,39625,768,"41,862","1,469",34412,371,"35,056",273,10541,189,"11,183",453,125421,998,"133,037","6,618",190453,6113,"209,758","13,192",470522,13355,"494,971","11,094",504654,7978,"557,931","45,299"
14-Feb-22,39785,769,"41,978","1,424",34428,371,"35,096",297,10550,189,"11,193",454,126602,999,"133,112","5,511",191330,6130,"210,726","13,266",472055,13363,"495,430","10,012",505171,7980,"558,826","45,675"
15-Feb-22,40008,771,"42,042","1,263",34462,371,"35,111",278,10581,189,"11,246",476,127644,999,"133,277","4,634",192213,6133,"211,112","12,766",472968,13380,"496,134","9,786",505849,7985,"560,036","46,202"
16-Feb-22,40204,773,"42,180","1,203",34515,371,"35,133",247,10581,189,"11,250",480,129036,1001,"133,388","3,351",193585,6153,"212,078","12,340",473896,13390,"496,724","9,438",506700,8000,"560,670","45,970"
17-Feb-22,40396,776,"42,316","1,144",34570,371,"35,163",222,10634,189,"11,274",451,130244,1002,"133,529","2,283",194978,6167,"213,021","11,876",475038,13403,"497,307","8,866",507349,8009,"561,683","46,325"
18-Feb-22,40565,780,"42,429","1,084",34582,371,"35,187",234,10733,189,"11,285",363,130946,1002,"133,613","1,665",195771,6177,"213,762","11,814",476062,13418,"497,820","8,340",507559,8013,"562,597","47,025"
19-Feb-22,40685,780,"42,535","1,070",34619,373,"35,206",214,10848,189,"11,320",283,131405,1002,"133,702","1,295",196425,6182,"214,277","11,670",476812,13430,"498,322","8,080",508205,8020,"563,314","47,089"
20-Feb-22,40813,781,"42,599","1,005",34672,373,"35,229",184,10848,189,"11,339",302,131617,1002,"133,764","1,145",197698,6194,"214,698","10,806",478342,13441,"498,724","6,941",508663,8029,"563,967","47,275"
21-Feb-22,40917,783,"42,669",969,34692,373,"35,274",209,10855,189,"11,358",314,131833,1004,"133,839","1,002",198416,2607,"214,955","13,932",478376,13454,"499,063","7,233",508879,8030,"564,522","47,613"
22-Feb-22,41084,784,"42,684",816,34726,374,"35,284",184,10906,189,"11,390",295,132050,1005,"133,936",881,198777,6210,"215,087","10,100",479528,13461,"499,365","6,376",509290,8030,"564,895","47,575"
23-Feb-22,41206,784,"42,754",764,34725,374,"35,294",195,10984,189,"11,413",240,132274,1007,"133,988",707,199535,6226,"215,337","9,576",480181,13471,"499,768","6,116",510588,8045,"565,319","46,686"
24-Feb-22,41352,786,"42,825",687,34760,374,"35,309",175,11051,189,"11,432",192,132444,1009,"134,107",654,200211,6228,"215,588","9,149",480941,13480,"500,092","5,671",511670,8048,"565,975","46,257"
25-Feb-22,41591,787,"42,909",531,34858,375,"35,322",89,11097,190,"11,461",174,132624,1009,"134,240",607,201774,6237,"215,936","7,925",482082,13493,"500,789","5,214",536266,8062,"567,000","22,672"
26-Feb-22,41519,787,"42,909",603,34858,375,"35,322",89,11097,190,"11,461",174,132624,1009,"134,240",607,201774,6237,"215,936","7,925",482082,13493,"500,789","5,214",536266,8062,"567,000","22,672"
27-Feb-22,41697,787,"42,946",462,34864,375,"35,325",86,11015,190,"11,473",268,132683,1011,"134,292",598,202295,6246,"216,051","7,510",482309,13497,"501,108","5,302",536575,8067,"567,309","22,667"
28-Feb-22,41762,787,"42,968",419,34877,375,"35,326",74,11105,190,"11,480",185,132742,1013,"134,336",581,202636,6248,"216,119","7,235",483144,13498,"501,370","4,728",537018,8067,"567,761","22,676"
1-Mar-22,41830,788,"42,978",360,34906,375,"35,345",64,11165,190,"11,499",144,132814,1013,"134,404",577,202843,6260,"216,174","7,071",482309,13500,"501,544","5,735",537071,8070,"568,277","23,136"
2-Mar-22,41881,788,"43,014",345,34911,375,"35,352",66,11165,190,"11,512",157,132867,1014,"134,442",561,203744,6274,"216,273","6,255",483156,13504,"501,758","5,098",537521,8073,"568,635","23,041"
3-Mar-22,41938,788,"43,044",318,34923,376,"35,357",58,11210,191,"11,531",130,132948,1014,"134,496",534,206179,6280,"216,386","3,927",483730,13508,"502,012","4,774",538132,8080,"568,928","22,716"
4-Mar-22,41989,788,"43,068",291,34931,376,"35,361",54,11219,191,"11,543",133,133008,1014,"134,519",497,206971,6283,"216,614","3,360",484722,13513,"502,264","4,029",538825,8083,"569,338","22,430"
5-Mar-22,42034,788,"43,094",272,34936,376,"35,363",51,11223,191,"11,559",145,133025,1016,"134,583",542,208201,6286,"216,812","2,325",485103,13518,"502,455","3,834",538974,8083,"569,637","22,580"
6-Mar-22,42059,788,"43,106",259,34942,376,"35,380",62,11223,191,"11,570",156,133105,1017,"134,620",498,208390,6288,"216,983","2,305",485457,13520,"502,621","3,644",539206,8085,"569,978","22,687"
7-Mar-22,42075,788,"43,114",251,34943,376,"35,388",69,11223,191,"11,577",163,133162,1018,"134,643",463,208510,6288,"217,187","2,389",485762,13526,"502,844","3,556",539487,8085,"570,261","22,689"
8-Mar-22,42112,788,"43,125",225,34961,377,"35,398",60,11223,191,"11,582",168,133262,1019,"134,662",381,208621,6291,"217,304","2,392",485989,13530,"502,968","3,449",539597,8085,"570,353","22,671"
9-Mar-22,42142,789,"43,140",209,34966,377,"35,399",56,11235,191,"11,592",166,133322,1019,"134,700",359,208892,6291,"217,503","2,320",486196,13535,"503,128","3,397",551775,8085,"570,688","10,828"
10-Mar-22,42177,790,"43,149",182,34972,377,"35,403",54,11240,191,"11,598",167,133357,1019,"134,736",360,209033,6294,"217,690","2,363",486428,13535,"503,279","3,316",551242,8085,"570,934","11,607"
11-Mar-22,42213,790,"43,159",156,34974,377,"35,427",76,11248,191,"11,608",169,133392,1019,"134,767",356,209484,6297,"217,857","2,076",486705,13535,"503,426","3,186",551389,8089,"571,268","11,790"
12-Mar-22,42243,790,"43,163",130,34980,377,"35,429",72,11248,191,"11,620",181,133430,1020,"134,797",347,209541,6299,"217,936","2,096",486940,13536,"503,590","3,114",551548,8091,"571,548","11,909"
13-Mar-22,42264,790,"43,167",113,34992,377,"35,437",68,11306,191,"11,631",134,133466,1020,"134,818",332,209715,6300,"218,070","2,055",486922,13538,"503,715","3,255",551759,8091,"571,854","12,004"
14-Mar-22,42286,790,"43,177",101,35004,377,"35,438",57,11306,191,"11,636",139,133500,1021,"134,837",316,209788,6301,"218,180","2,091",487142,13538,"503,844","3,164",551796,8091,"572,042","12,155"
15-Mar-22,42305,790,"43,181",86,35010,378,"35,442",54,11358,191,"11,641",92,133532,1021,"134,859",306,209883,6302,"218,268","2,083",487278,13540,"503,939","3,121",551922,8091,"572,297","12,284"
16-Mar-22,42333,790,"43,190",67,35027,378,"35,447",42,11362,191,"11,648",95,133563,1021,"134,878",294,210392,6306,"218,357","1,659",487416,13540,"504,045","3,089",552198,8091,"572,555","12,266"
17-Mar-22,42348,790,"43,200",62,35036,378,"35,453",39,11362,191,"11,651",98,133593,1022,"134,887",272,210522,6306,"218,433","1,605",487599,13541,"504,142","3,002",552368,8091,"572,868","12,409"
18-Mar-22,42363,792,"43,206",51,35045,378,"35,454",31,11388,191,"11,657",78,133624,1022,"134,910",264,211058,6307,"218,503","1,138",487770,13545,"504,219","2,904",552377,8091,"573,081","12,613"
19-Mar-22,42374,792,"43,209",43,35050,378,"35,458",30,11388,191,"11,662",83,133658,1022,"134,930",250,211267,6307,"218,583","1,009",487959,13547,"504,324","2,818",553777,8091,"573,347","11,479"
20-Mar-22,42384,792,"43,214",38,35055,378,"35,458",25,11403,191,"11,664",70,133692,1022,"134,951",237,211311,6307,"218,629","1,011",488114,13548,"504,393","2,731",553800,8091,"573,579","11,688"
21-Mar-22,42390,792,"43,220",38,35059,378,"35,458",21,11428,191,"11,666",47,133723,1022,"134,963",218,211411,6307,"218,689",971,488264,13550,"504,442","2,628",553845,8091,"573,753","11,817"
